thing,reverse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,date,frameRate,expName,session,participant,
I'm always trying to figure myself out.,0,0,0,0,0,3,3.883,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I'm concerned about my style of doing things.,0,0,1,1,1,3,4.933,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
It takes me time to get over my shyness in new situations.,0,0,2,2,2,2,4.533,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I think about myself a lot.,0,0,3,3,3,3,3.217,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I care a lot about how I present myself to others.,0,0,4,4,4,2,5.816,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I often daydream about myself.,0,0,5,5,5,1,7.416,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
It's hard for me to work when someone is watching me.,0,0,6,6,6,3,5.718,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I never take a hard look at myself.,1,0,7,7,7,0,6.566,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I get embarrassed very easily.,0,0,8,8,8,3,8.849,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I'm self-conscious about the way I look.,0,0,9,9,9,2,3.601,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
It's easy for me to talk to strangers.,1,0,10,10,10,0,10.216,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I generally pay attention to my inner feelings.,0,0,11,11,11,2,5.45,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I usually worry about making a good impression.,0,0,12,12,12,3,7.05,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I'm constantly thinking about my reasons for doing things.,0,0,13,13,13,2,4.433,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I feel nervous when I speak in front of a group.,0,0,14,14,14,3,2.701,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
"Before I leave my house, I check how I look.",0,0,15,15,15,3,3.967,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I sometimes step back (in my mind) in order to examine myself from a distance.,0,0,16,16,16,3,6.216,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I'm concerned about what other people think of me.,0,0,17,17,17,2,5.399,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I'm quick to notice changes in my mood.,0,0,18,18,18,2,6.016,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I'm usually aware of my appearance.,0,0,19,19,19,3,6.998,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
I know the way my mind works when I work through a problem.,0,0,20,20,20,3,5.5,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
Large groups make me nervous.,0,0,21,21,21,3,2.401,2017_Apr_18_0856,60.2367318784,scsr_questions,001,132,
