thing,reverse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,date,frameRate,expName,session,participant,
I'm always trying to figure myself out.,0,0,0,0,0,3,19.986,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I'm concerned about my style of doing things.,0,0,1,1,1,3,3.576,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
It takes me time to get over my shyness in new situations.,0,0,2,2,2,3,4.387,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I think about myself a lot.,0,0,3,3,3,3,4.058,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I care a lot about how I present myself to others.,0,0,4,4,4,3,2.311,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I often daydream about myself.,0,0,5,5,5,1,9.346,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
It's hard for me to work when someone is watching me.,0,0,6,6,6,0,5.446,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I never take a hard look at myself.,1,0,7,7,7,0,4.232,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I get embarrassed very easily.,0,0,8,8,8,2,6.305,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I'm self-conscious about the way I look.,0,0,9,9,9,3,1.905,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
It's easy for me to talk to strangers.,1,0,10,10,10,0,5.197,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I generally pay attention to my inner feelings.,0,0,11,11,11,2,5.696,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I usually worry about making a good impression.,0,0,12,12,12,3,2.295,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I'm constantly thinking about my reasons for doing things.,0,0,13,13,13,3,4.277,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I feel nervous when I speak in front of a group.,0,0,14,14,14,3,3.434,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
"Before I leave my house, I check how I look.",0,0,15,15,15,3,4.37,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I sometimes step back (in my mind) in order to examine myself from a distance.,0,0,16,16,16,0,8.676,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I'm concerned about what other people think of me.,0,0,17,17,17,3,3.216,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I'm quick to notice changes in my mood.,0,0,18,18,18,2,4.199,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I'm usually aware of my appearance.,0,0,19,19,19,3,2.404,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
I know the way my mind works when I work through a problem.,0,0,20,20,20,3,4.713,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
Large groups make me nervous.,0,0,21,21,21,1,4.869,2017_May_04_1042,63.2718089145,scsr_questions,001,134,
