thing,reverse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,date,frameRate,expName,session,participant,
I'm always trying to figure myself out.,0,0,0,0,0,1,4.886,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I'm concerned about my style of doing things.,0,0,1,1,1,2,3.777,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
It takes me time to get over my shyness in new situations.,0,0,2,2,2,1,2.326,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I think about myself a lot.,0,0,3,3,3,2,2.748,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I care a lot about how I present myself to others.,0,0,4,4,4,3,3.107,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I often daydream about myself.,0,0,5,5,5,2,1.874,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
It's hard for me to work when someone is watching me.,0,0,6,6,6,1,2.641,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I never take a hard look at myself.,1,0,7,7,7,1,4.823,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I get embarrassed very easily.,0,0,8,8,8,1,1.89,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I'm self-conscious about the way I look.,0,0,9,9,9,2,1.687,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
It's easy for me to talk to strangers.,1,0,10,10,10,2,2.561,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I generally pay attention to my inner feelings.,0,0,11,11,11,3,2.701,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I usually worry about making a good impression.,0,0,12,12,12,1,3.418,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I'm constantly thinking about my reasons for doing things.,0,0,13,13,13,2,2.594,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I feel nervous when I speak in front of a group.,0,0,14,14,14,1,2.311,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
"Before I leave my house, I check how I look.",0,0,15,15,15,2,2.482,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I sometimes step back (in my mind) in order to examine myself from a distance.,0,0,16,16,16,2,3.294,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I'm concerned about what other people think of me.,0,0,17,17,17,1,3.029,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I'm quick to notice changes in my mood.,0,0,18,18,18,2,2.061,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I'm usually aware of my appearance.,0,0,19,19,19,2,3.138,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
I know the way my mind works when I work through a problem.,0,0,20,20,20,2,4.479,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
Large groups make me nervous.,0,0,21,21,21,1,1.952,2017_Jun_06_1331,63.309835219,scsr_questions,001,137,
