thing,reverse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,date,frameRate,expName,session,participant,
I'm always trying to figure myself out.,0,0,0,0,0,3,6.991,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I'm concerned about my style of doing things.,0,0,1,1,1,2,4.279,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
It takes me time to get over my shyness in new situations.,0,0,2,2,2,3,6.46,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I think about myself a lot.,0,0,3,3,3,2,3.751,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I care a lot about how I present myself to others.,0,0,4,4,4,3,3.309,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I often daydream about myself.,0,0,5,5,5,2,2.75,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
It's hard for me to work when someone is watching me.,0,0,6,6,6,2,4.291,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I never take a hard look at myself.,1,0,7,7,7,0,3.418,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I get embarrassed very easily.,0,0,8,8,8,3,2.217,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I'm self-conscious about the way I look.,0,0,9,9,9,3,2.841,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
It's easy for me to talk to strangers.,1,0,10,10,10,1,2.828,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I generally pay attention to my inner feelings.,0,0,11,11,11,3,3.98,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I usually worry about making a good impression.,0,0,12,12,12,3,3.216,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I'm constantly thinking about my reasons for doing things.,0,0,13,13,13,2,3.84,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I feel nervous when I speak in front of a group.,0,0,14,14,14,3,2.452,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
"Before I leave my house, I check how I look.",0,0,15,15,15,3,4.715,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I sometimes step back (in my mind) in order to examine myself from a distance.,0,0,16,16,16,3,4.699,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I'm concerned about what other people think of me.,0,0,17,17,17,3,2.671,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I'm quick to notice changes in my mood.,0,0,18,18,18,3,3.013,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I'm usually aware of my appearance.,0,0,19,19,19,2,2.951,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
I know the way my mind works when I work through a problem.,0,0,20,20,20,1,4.84,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
Large groups make me nervous.,0,0,21,21,21,2,4.713,2016_Nov_15_1026,63.3090122725,scsr_questions,001,129,
