thing,reverse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,date,frameRate,expName,session,participant,
I'm always trying to figure myself out.,0,0,0,0,0,2,5.499,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I'm concerned about my style of doing things.,0,0,1,1,1,1,2.585,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
It takes me time to get over my shyness in new situations.,0,0,2,2,2,1,4.15,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I think about myself a lot.,0,0,3,3,3,2,5.584,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I care a lot about how I present myself to others.,0,0,4,4,4,1,8.733,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I often daydream about myself.,0,0,5,5,5,0,7.066,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
It's hard for me to work when someone is watching me.,0,0,6,6,6,1,3.284,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I never take a hard look at myself.,1,0,7,7,7,2,5.449,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I get embarrassed very easily.,0,0,8,8,8,2,2.934,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I'm self-conscious about the way I look.,0,0,9,9,9,2,2.618,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
It's easy for me to talk to strangers.,1,0,10,10,10,1,4.0,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I generally pay attention to my inner feelings.,0,0,11,11,11,1,3.034,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I usually worry about making a good impression.,0,0,12,12,12,1,2.834,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I'm constantly thinking about my reasons for doing things.,0,0,13,13,13,1,4.134,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I feel nervous when I speak in front of a group.,0,0,14,14,14,1,4.534,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
"Before I leave my house, I check how I look.",0,0,15,15,15,1,4.75,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I sometimes step back (in my mind) in order to examine myself from a distance.,0,0,16,16,16,1,3.567,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I'm concerned about what other people think of me.,0,0,17,17,17,2,2.368,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I'm quick to notice changes in my mood.,0,0,18,18,18,2,5.067,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I'm usually aware of my appearance.,0,0,19,19,19,2,3.701,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
I know the way my mind works when I work through a problem.,0,0,20,20,20,1,4.001,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
Large groups make me nervous.,0,0,21,21,21,1,2.885,2017_May_02_1018,59.8811341096,scsr_questions,001,135,
