thing,reverse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,date,frameRate,expName,session,participant,
I'm always trying to figure myself out.,0,0,0,0,0,3,4.869,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I'm concerned about my style of doing things.,0,0,1,1,1,3,3.122,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
It takes me time to get over my shyness in new situations.,0,0,2,2,2,1,8.972,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I think about myself a lot.,0,0,3,3,3,3,5.496,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I care a lot about how I present myself to others.,0,0,4,4,4,3,5.259,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I often daydream about myself.,0,0,5,5,5,3,2.389,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
It's hard for me to work when someone is watching me.,0,0,6,6,6,3,3.684,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I never take a hard look at myself.,1,0,7,7,7,0,4.903,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I get embarrassed very easily.,0,0,8,8,8,2,2.966,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I'm self-conscious about the way I look.,0,0,9,9,9,2,3.746,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
It's easy for me to talk to strangers.,1,0,10,10,10,3,4.042,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I generally pay attention to my inner feelings.,0,0,11,11,11,3,2.529,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I usually worry about making a good impression.,0,0,12,12,12,3,5.415,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I'm constantly thinking about my reasons for doing things.,0,0,13,13,13,3,4.183,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I feel nervous when I speak in front of a group.,0,0,14,14,14,2,4.666,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
"Before I leave my house, I check how I look.",0,0,15,15,15,3,2.514,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I sometimes step back (in my mind) in order to examine myself from a distance.,0,0,16,16,16,2,14.572,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I'm concerned about what other people think of me.,0,0,17,17,17,3,2.311,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I'm quick to notice changes in my mood.,0,0,18,18,18,3,4.978,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I'm usually aware of my appearance.,0,0,19,19,19,2,3.278,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
I know the way my mind works when I work through a problem.,0,0,20,20,20,2,4.76,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
Large groups make me nervous.,0,0,21,21,21,1,5.259,2016_Aug_24_1358,63.0948247795,scsr_questions,001,123,
