9.6618 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x0A84B918>, name='window1', pos=[0, 0], screen=0, size=array([1280, 1024]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.6618 	EXP 	window1: recordFrameIntervals = False
9.8464 	EXP 	window1: recordFrameIntervals = True
9.9400 	WARNING 	t of last frame was 29.07ms (=1/34)
10.0024 	WARNING 	t of last frame was 31.24ms (=1/32)
10.1609 	EXP 	window1: recordFrameIntervals = False
10.2751 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
10.2828 	EXP 	Created stimulus_to_rate = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='stimulus_to_rate', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
10.3042 	EXP 	window1: units = 'norm'
10.3752 	EXP 	window1: units = u'norm'
10.3755 	EXP 	Created rating = RatingScale(acceptKeys=['return'], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText=u'accept?', autoLog=True, choices=False, depth=0, disappear=False, flipVert=False, high=4, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=1, marker=ShapeStim(...), markerColor='DarkBlue', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=False, name='rating', noMouse=False, pos=[0.0, -0.4], precision=1, respKeys=['1', '2', '3', '4'], rightKeys=['right'], scale=str(...), self=UNKNOWN, showAccept=True, showValue=True, singleClick=False, size=0.6, skipKeys=['tab'], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.12, tickHeight=1.0, tickMarks=3.0, win=Window(...))
10.3811 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
10.3865 	EXP 	Created text_4 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_4', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
10.4080 	EXP 	rating: flipVert = False
10.4080 	EXP 	rating: autoLog = True
10.4080 	EXP 	text: autoDraw = True
20.1132 	DATA 	Keypress: return
20.1238 	EXP 	Imported BIS_BAS_questions.xlsx as conditions, 24 conditions, 2 params
20.1243 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
20.1247 	EXP 	New trial (rep=0, index=0): {u'thing': u"A person's family is the most important thing in life. ", u'reverse': 1}
20.1428 	EXP 	RatingScale rating: reset()
20.1429 	EXP 	window1: recordFrameIntervals = False
20.1599 	EXP 	text: autoDraw = False
20.1599 	EXP 	stimulus_to_rate: text = u"A person's family is the most important thing in life. "
20.1599 	EXP 	window1: recordFrameIntervals = False
20.7839 	EXP 	stimulus_to_rate: autoDraw = True
20.7839 	EXP 	rating: autoDraw = True
35.1315 	DATA 	Mouse: Left button down, pos=(447,310)
35.2563 	DATA 	Mouse:  Left button up, pos=(447,310)
36.5358 	DATA 	Mouse: Left button down, pos=(619,183)
36.5380 	DATA 	RatingScale rating: (mouse response) rating=1
36.5380 	DATA 	RatingScale rating: rating RT=15.863
36.5380 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 14.458), (1, 15.863)]
36.5821 	EXP 	stimulus_to_rate: autoDraw = False
36.5821 	EXP 	rating: autoDraw = False
36.5821 	EXP 	text_2: text = 'You pressed 1 = very true for me'
36.7071 	DATA 	Mouse:  Left button up, pos=(619,183)
36.9722 	EXP 	text_2: autoDraw = True
38.6104 	DATA 	Mouse: Left button down, pos=(635,256)
38.7194 	DATA 	Mouse:  Left button up, pos=(635,256)
38.9537 	EXP 	New trial (rep=0, index=1): {u'thing': u'Even if something bad is about to happen to me, I rarely experience fear or nervousness. ', u'reverse': 0}
38.9773 	EXP 	RatingScale rating: reset()
38.9774 	EXP 	window1: recordFrameIntervals = False
38.9851 	EXP 	text_2: autoDraw = False
38.9851 	EXP 	stimulus_to_rate: text = u'Even if something bad is about to happen to me, I rarely experience fear or nervousness. '
38.9852 	EXP 	window1: recordFrameIntervals = False
39.5148 	EXP 	stimulus_to_rate: autoDraw = True
39.5148 	EXP 	rating: autoDraw = True
47.8608 	DATA 	Mouse: Left button down, pos=(579,310)
47.9855 	DATA 	Mouse:  Left button up, pos=(579,310)
48.9861 	DATA 	Mouse: Left button down, pos=(664,185)
48.9862 	DATA 	RatingScale rating: (mouse response) rating=2
48.9862 	DATA 	RatingScale rating: rating RT=9.487
48.9863 	DATA 	RatingScale rating: history=[(None, 0.0), (2, 8.362), (2, 9.487)]
49.0305 	EXP 	stimulus_to_rate: autoDraw = False
49.0305 	EXP 	rating: autoDraw = False
49.0305 	EXP 	text_2: text = 'You pressed 2 = somewhat true for me'
49.1243 	DATA 	Mouse:  Left button up, pos=(664,185)
49.4206 	EXP 	text_2: autoDraw = True
51.4177 	EXP 	New trial (rep=0, index=2): {u'thing': u'I go out of my way to get things I want. ', u'reverse': 1}
51.4325 	EXP 	RatingScale rating: reset()
51.4326 	EXP 	window1: recordFrameIntervals = False
51.4485 	EXP 	text_2: autoDraw = False
51.4485 	EXP 	stimulus_to_rate: text = u'I go out of my way to get things I want. '
51.4486 	EXP 	window1: recordFrameIntervals = False
51.9789 	EXP 	stimulus_to_rate: autoDraw = True
51.9789 	EXP 	rating: autoDraw = True
58.4687 	DATA 	Mouse: Left button down, pos=(573,313)
58.6402 	DATA 	Mouse:  Left button up, pos=(573,313)
59.5139 	DATA 	Mouse: Left button down, pos=(628,194)
59.5161 	DATA 	RatingScale rating: (mouse response) rating=2
59.5161 	DATA 	RatingScale rating: rating RT=7.552
59.5161 	DATA 	RatingScale rating: history=[(None, 0.0), (2, 6.506), (2, 7.552)]
59.5604 	EXP 	stimulus_to_rate: autoDraw = False
59.5604 	EXP 	rating: autoDraw = False
59.5604 	EXP 	text_2: text = 'You pressed 2 = somewhat true for me'
59.6562 	DATA 	Mouse:  Left button up, pos=(628,195)
59.9524 	EXP 	text_2: autoDraw = True
61.9245 	EXP 	New trial (rep=0, index=3): {u'thing': u"When I'm doing well at something I love to keep at it. ", u'reverse': 1}
61.9435 	EXP 	RatingScale rating: reset()
61.9435 	EXP 	window1: recordFrameIntervals = False
61.9552 	EXP 	text_2: autoDraw = False
61.9552 	EXP 	text_2: autoDraw = False
61.9552 	EXP 	stimulus_to_rate: text = u"When I'm doing well at something I love to keep at it. "
61.9553 	EXP 	window1: recordFrameIntervals = False
