thing,reverse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,date,frameRate,expName,session,participant,
I'm always trying to figure myself out.,0,0,0,0,0,1,5.432,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I'm concerned about my style of doing things.,0,0,1,1,1,1,3.98,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
It takes me time to get over my shyness in new situations.,0,0,2,2,2,3,6.149,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I think about myself a lot.,0,0,3,3,3,2,2.701,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I care a lot about how I present myself to others.,0,0,4,4,4,2,3.263,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I often daydream about myself.,0,0,5,5,5,1,2.139,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
It's hard for me to work when someone is watching me.,0,0,6,6,6,2,3.967,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I never take a hard look at myself.,1,0,7,7,7,0,4.012,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I get embarrassed very easily.,0,0,8,8,8,1,2.857,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I'm self-conscious about the way I look.,0,0,9,9,9,2,3.855,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
It's easy for me to talk to strangers.,1,0,10,10,10,0,2.701,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I generally pay attention to my inner feelings.,0,0,11,11,11,1,3.512,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I usually worry about making a good impression.,0,0,12,12,12,2,2.468,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I'm constantly thinking about my reasons for doing things.,0,0,13,13,13,2,3.824,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I feel nervous when I speak in front of a group.,0,0,14,14,14,2,2.795,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
"Before I leave my house, I check how I look.",0,0,15,15,15,2,2.919,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I sometimes step back (in my mind) in order to examine myself from a distance.,0,0,16,16,16,2,6.258,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I'm concerned about what other people think of me.,0,0,17,17,17,2,2.919,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I'm quick to notice changes in my mood.,0,0,18,18,18,2,2.342,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I'm usually aware of my appearance.,0,0,19,19,19,2,2.498,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
I know the way my mind works when I work through a problem.,0,0,20,20,20,2,4.292,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
Large groups make me nervous.,0,0,21,21,21,2,2.124,2017_Jun_13_1252,63.0820223169,scsr_questions,001,138,
