thing,reverse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,date,frameRate,expName,session,participant,
I'm always trying to figure myself out.,0,0,0,0,0,2,7.614,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I'm concerned about my style of doing things.,0,0,1,1,1,1,3.967,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
It takes me time to get over my shyness in new situations.,0,0,2,2,2,2,3.851,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I think about myself a lot.,0,0,3,3,3,1,2.682,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I care a lot about how I present myself to others.,0,0,4,4,4,2,3.434,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I often daydream about myself.,0,0,5,5,5,1,2.484,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
It's hard for me to work when someone is watching me.,0,0,6,6,6,2,4.866,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I never take a hard look at myself.,1,0,7,7,7,1,4.2,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I get embarrassed very easily.,0,0,8,8,8,2,2.551,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I'm self-conscious about the way I look.,0,0,9,9,9,2,2.351,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
It's easy for me to talk to strangers.,1,0,10,10,10,2,2.318,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I generally pay attention to my inner feelings.,0,0,11,11,11,3,2.435,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I usually worry about making a good impression.,0,0,12,12,12,2,2.934,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I'm constantly thinking about my reasons for doing things.,0,0,13,13,13,3,3.517,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I feel nervous when I speak in front of a group.,0,0,14,14,14,2,3.284,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
"Before I leave my house, I check how I look.",0,0,15,15,15,1,3.101,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I sometimes step back (in my mind) in order to examine myself from a distance.,0,0,16,16,16,2,4.166,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I'm concerned about what other people think of me.,0,0,17,17,17,2,2.284,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I'm quick to notice changes in my mood.,0,0,18,18,18,2,2.051,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I'm usually aware of my appearance.,0,0,19,19,19,3,3.267,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
I know the way my mind works when I work through a problem.,0,0,20,20,20,3,4.4,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
Large groups make me nervous.,0,0,21,21,21,1,3.017,2016_Aug_01_1445,60.2371657798,scsr_questions,001,119,
