	decision	gains	losses	subject
0	1	20	2	106
1	1	6	3	106
2	1	8	4	106
3	1	20	5	106
4	1	20	4	106
5	1	14	2	106
6	1	18	5	106
7	1	20	7	106
8	1	20	6	106
9	1	14	5	106
10	1	8	2	106
11	1	12	3	106
12	1	16	8	106
13	1	18	4	106
14	1	18	1	106
15	1	14	4	106
16	1	16	3	106
17	1	20	3	106
18	1	4	1	106
19	1	16	4	106
20	1	18	6	106
21	1	18	2	106
22	1	12	6	106
23	1	6	2	106
24	1	16	2	106
25	1	12	1	106
26	1	14	7	106
27	1	18	3	106
28	1	20	8	106
29	1	14	1	106
30	1	16	1	106
31	1	20	1	106
32	1	12	2	106
33	1	10	1	106
34	1	10	2	106
35	1	8	1	106
36	1	14	3	106
37	1	10	3	106
38	1	6	1	106
39	1	8	3	106
40	1	12	4	106
41	1	16	5	106
42	0	12	7	106
43	0	12	8	106
44	0	2	7	106
45	0	8	10	106
46	0	4	10	106
47	0	2	3	106
48	0	4	2	106
49	0	8	9	106
50	0	4	3	106
51	0	10	8	106
52	0	16	10	106
53	0	18	10	106
54	0	2	1	106
55	0	14	8	106
56	0	2	5	106
57	0	14	9	106
58	0	10	6	106
59	0	6	4	106
60	0	2	8	106
61	0	10	7	106
62	0	18	9	106
63	0	8	8	106
64	0	12	5	106
65	0	2	2	106
66	0	4	4	106
67	0	18	8	106
68	0	2	9	106
69	0	20	9	106
70	0	6	7	106
71	0	4	9	106
72	0	10	9	106
73	0	6	10	106
74	0	4	7	106
75	0	12	10	106
76	0	20	10	106
77	0	4	5	106
78	0	16	7	106
79	0	14	10	106
80	0	8	6	106
81	0	14	6	106
82	0	6	6	106
83	0	2	4	106
84	0	2	6	106
85	0	6	8	106
86	0	4	8	106
87	0	10	5	106
88	0	6	5	106
89	0	8	5	106
90	0	6	9	106
91	0	8	7	106
92	0	10	10	106
93	0	10	4	106
94	0	16	6	106
95	0	16	9	106
96	0	12	9	106
97	0	2	10	106
98	0	4	6	106
99	0	18	7	106
