	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	2	4517				3000	11454	9353	1299	1402.0	1402	[3, 2, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	7951	B			111	637.0	1	662.0
1	0	2	12444		567.0	442.0	3000	18978	15908	2389	433.0	433	[4, 3, 1, 4, 2, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	15475	A		397.0	111	478.0	1	505.0
2	0	2	20065				3000	23931	23427	0		232	[3]	[4, 3, 1, 4, 2, 3, 1, 2]	23195	A			111		0	
3	0	2	25018		618.0	400.0	3000	31554	28364	2368	315.0	315	[4, 3, 1, 4, 2, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	28049	A		502.0	111	416.0	1	432.0
4	0	2	32742		376.0	428.0	3000	39476	36253	2363	280.0	280	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	35973	A	409.0	437.0	111	294.0	1	419.0
5	0	2	40864				3000	45043	44538	0		543	[3]	[4, 3, 1, 4, 2, 3, 1, 2]	43995	A			111		0	
6	0	2	46030		388.0	446.0	3000	52564	49408	2409	347.0	347	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	49061	A	389.0	367.0	111	344.0	1	475.0
7	1	2	53951	337.0	307.0	377.0	3000	59728	57449	2279	267.0	267	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	57182	A	271.0	339.0	111	313.0	0	335.0
8	0	2	61257		502.0	495.0	3000	67790	64805	2359	518.0	518	[3, 2, 4, 1, 2, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	64287	B		440.0	111	461.0	1	461.0
9	0	2	68977		491.0	456.0	3000	76213	73133	2311	426.0	426	[4, 2, 3, 1, 3, 2]	[4, 2, 3, 1, 3, 2, 4, 1]	72707	random		372.0	111	448.0	1	544.0
10	1	2	77602	375.0	314.0	415.0	3000	84491	81853	2638	315.0	315	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	81538	A	326.0	393.0	111	397.0	0	418.0
11	1	2	86316	329.0	271.0	337.0	3000	91948	89654	2294	307.0	307	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	89347	A	326.0	359.0	111	364.0	0	308.0
12	0	2	93675		473.0	443.0	3000	101115	98228	2021	616.0	616	[2, 1, 4, 3, 1]	[2, 1, 4, 3, 1, 3, 2, 4]	97612	random			111	501.0	1	604.0
13	0	2	102203		345.0	443.0	3000	109246	106240	2237	499.0	499	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	105741	A	346.0	336.0	111	341.0	1	426.0
