	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	3		88.0	316.0	1880	11712	9782	1297	453.0	453	[3, 2, 4, 1, 2, 4, 3]	5014	30	[3, 2, 4, 1, 2, 4, 3, 1]	9329	B	237.0	390.0	115	176.0	1	90.0
1	1	3	177.0	111.0	201.0	1880	20216	18811	1405	401.0	401	[3, 2, 4, 1, 2, 4, 3, 1]	14799	5	[3, 2, 4, 1, 2, 4, 3, 1]	18410	B	380.0	289.0	115	158.0	0	89.0
2	1	3	161.0	87.0	188.0	1880	29014	27663	1351	397.0	397	[3, 2, 4, 1, 2, 4, 3, 1]	23552	30	[3, 2, 4, 1, 2, 4, 3, 1]	27266	B	401.0	264.0	115	193.0	0	57.0
3	0	3		102.0	308.0	1880	39259	37280	1275	404.0	404	[3, 2, 4, 1, 2, 4, 3]	32554	10	[3, 2, 4, 1, 2, 4, 3, 1]	36876	B	235.0	373.0	115	168.0	1	89.0
4	1	3	213.0	120.0	359.0	1880	47603	46137	1466	380.0	380	[3, 2, 4, 1, 2, 4, 3, 1]	42146	5	[3, 2, 4, 1, 2, 4, 3, 1]	45757	B	275.0	241.0	115	199.0	0	59.0
5	1	3	78.0	330.0	182.0	1759	56866	55657	1209	507.0	507	[4, 3, 1, 4, 2, 3, 1, 2]	50839	5	[4, 3, 1, 4, 2, 3, 1, 2]	55150	A	263.0	65.0	115	158.0	0	133.0
6	1	3	68.0	321.0	154.0	1759	65593	64474	1119	532.0	532	[4, 3, 1, 4, 2, 3, 1, 2]	60329	30	[4, 3, 1, 4, 2, 3, 1, 2]	63942	A	251.0	69.0	115	182.0	0	74.0
7	0	3		72.0	264.0	1880	75944	74027	1212	466.0	466	[3, 2, 4, 1, 2, 4, 3]	69650	30	[3, 2, 4, 1, 2, 4, 3, 1]	73561	B	410.0	185.0	115	209.0	1	72.0
8	1	3	50.0	305.0	167.0	1759	83830	82788	1042	437.0	437	[4, 3, 1, 4, 2, 3, 1, 2]	78533	10	[4, 3, 1, 4, 2, 3, 1, 2]	82351	A	254.0	66.0	115	140.0	0	60.0
9	0	3				1759	94317	93595	217	495.0	495	[4, 3, 1, 1]	87388	30	[4, 3, 1, 4, 2, 3, 1, 2]	93100	A			115	127.0	0	81.0
10	0	3		73.0	323.0	1880	103123	101247	1368	507.0	507	[3, 2, 4, 1, 2, 4, 3]	97125	10	[3, 2, 4, 1, 2, 4, 3, 1]	100740	B	445.0	234.0	115	199.0	1	94.0
