	Unnamed: 0	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
169	169	0	6	206409		359.0	483.0	3000	213643	210579.0	2340.0	439.0	439.0	[2, 3, 1, 4, 3, 2, 1]	[2, 3, 1, 4, 3, 2, 1, 4]	210140	random	494.0	373.0	111	325.0	1	306.0
170	170	0	6	214741			167.0	3000	219648	218326.0	818.0	354.0	354.0	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	217972	A			111	186.0	0	170.0
171	171	1	6	220844	92.0	200.0	185.0	3000	225839	224615.0	1224.0	340.0	340.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	224275	A	243.0	157.0	111	191.0	0	156.0
172	172	0	6	228275		404.0	324.0	3000	235008	232052.0	2398.0	547.0	547.0	[1, 3, 2, 4, 1, 3, 4]	[1, 3, 2, 4, 1, 3, 4, 2]	231505	random	473.0	445.0	111	304.0	1	448.0
173	173	1	6	236006	132.0	193.0	158.0	3000	240753	239443.0	1310.0	406.0	406.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	239037	A	225.0	215.0	111	199.0	0	188.0
174	174	1	6	242285	109.0	180.0	169.0	3000	247690	246427.0	1263.0	411.0	411.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	246016	A	230.0	183.0	111	190.0	0	202.0
175	175	0	7	1617		314.0	354.0	3000	8450	5457.0	2252.0	510.0	510.0	[2, 1, 4, 3, 1, 4, 2]	[2, 1, 4, 3, 1, 4, 2, 3]	4947	random	315.0	389.0	111	430.0	1	450.0
176	176	1	7	9649	112.0	199.0	179.0	3000	15031	13657.0	1374.0	379.0	379.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	13278	A	298.0	175.0	111	219.0	0	192.0
177	177	1	7	16663	121.0	192.0	185.0	3000	22283	21049.0	1234.0	354.0	354.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	20695	A	236.0	150.0	111	184.0	0	166.0
178	178	1	7	24414	86.0	197.0	150.0	3000	29057	27887.0	1170.0	342.0	342.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	27545	A	265.0	123.0	111	193.0	0	156.0
179	179	1	7	30690	109.0	184.0	169.0	3000	35504	34352.0	1152.0	332.0	332.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	34020	A	212.0	158.0	111	159.0	0	161.0
180	180	1	7	38434	203.0	328.0	284.0	3000	43914	42059.0	1855.0	388.0	388.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	41671	B	316.0	306.0	111	188.0	0	230.0
181	181	1	7	45950	114.0	192.0	180.0	3000	51287	50100.0	1187.0	413.0	413.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	49687	A	222.0	145.0	111	171.0	0	163.0
182	182	0	7	53221		307.0	401.0	3000	60255	57211.0	2288.0	459.0	459.0	[2, 3, 4, 1, 2, 1, 4]	[2, 3, 4, 1, 2, 1, 4, 3]	56752	random	381.0	495.0	111	391.0	1	313.0
183	183	1	7	61552	189.0	203.0	143.0	3000	66274	64980.0	1294.0	397.0	397.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	64583	A	282.0	145.0	111	173.0	0	159.0
184	184	1	7	67805	281.0	291.0	353.0	3000	72924	71198.0	1726.0	362.0	362.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	70836	B	213.0	276.0	111	198.0	0	114.0
185	185	1	7	74455	58.0	173.0	138.0	3000	78968	77863.0	1105.0	377.0	377.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	77486	A	261.0	145.0	111	189.0	0	141.0
186	186	0	7	81308			135.0	3000	86498	85224.0	770.0	378.0	378.0	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	84846	A			111	214.0	0	138.0
187	187	0	7	87494		236.0	164.0	3000	92769	91181.0	1083.0	355.0	355.0	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	90826	A		146.0	111	180.0	0	161.0
188	188	1	7	93768	83.0	365.0	177.0	3000	98803	97270.0	1533.0	371.0	371.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	96899	A	337.0	219.0	111	198.0	0	154.0
189	189	1	7	100438	79.0	427.0	131.0	3000	105408	103834.0	1574.0	366.0	366.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	103468	A	263.0	303.0	111	231.0	0	140.0
190	190	1	7	106942	98.0	217.0	645.0	3000	112939	110916.0	2023.0	444.0	444.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	110472	A	220.0	251.0	111	558.0	0	34.0
191	191	1	7	114576	98.0	171.0	180.0	3000	119211	117965.0	1246.0	359.0	359.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	117606	A	242.0	181.0	111	223.0	0	151.0
192	192	0	7	120944		409.0	289.0	3000	126805	124434.0	1867.0	459.0	459.0	[3, 1, 4, 2, 1, 4]	[3, 1, 4, 2, 1, 3, 4, 2]	123975	random			111	297.0	0	538.0
193	193	0	7	128301		353.0	399.0	3000	135351	132371.0	2475.0	440.0	440.0	[4, 2, 3, 1, 2, 1, 4]	[4, 2, 3, 1, 2, 1, 3, 4]	131931	random		474.0	111	376.0	0	432.0
194	194	1	7	136950	136.0	169.0	156.0	3000	141629	140450.0	1179.0	369.0	369.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	140081	A	210.0	178.0	111	202.0	0	128.0
195	195	1	7	143364	304.0	415.0	644.0	3000	149000	146751.0	2249.0	357.0	357.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	146394	B	279.0	295.0	111	179.0	0	133.0
196	196	0	7	150734		345.0	289.0	3000	157055	154296.0	2255.0	431.0	431.0	[4, 2, 3, 1, 2, 3, 1, 2]	[4, 2, 3, 1, 2, 3, 1, 4]	153865	random	369.0	327.0	111	307.0	0	376.0
197	197	1	7	158152	113.0	185.0	184.0	3000	162878	161688.0	1190.0	404.0	404.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	161284	A	235.0	176.0	111	151.0	0	146.0
198	198	1	7	164522	121.0	193.0	151.0	3000	169237	167932.0	1305.0	380.0	380.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	167552	A	295.0	208.0	111	179.0	0	158.0
199	199	1	7	170780	80.0	196.0	178.0	3000	175540	174353.0	1187.0	342.0	342.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	174011	A	244.0	169.0	111	172.0	0	148.0
200	200	1	7	177366	86.0	245.0	146.0	3000	182972	181715.0	1257.0	412.0	412.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	181303	A	267.0	165.0	111	182.0	0	166.0
201	201	1	7	184507	42.0	253.0	128.0	3000	190163	188773.0	1390.0	429.0	429.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	188344	A	403.0	166.0	111	227.0	0	171.0
202	202	1	7	192103	92.0	230.0	144.0	3000	197272	195977.0	1295.0	342.0	342.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	195635	A	257.0	167.0	111	227.0	0	178.0
203	203	1	7	198901	360.0	418.0	383.0	3000	204781	202549.0	2232.0	417.0	417.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	202132	B	277.0	389.0	111	204.0	0	201.0
204	204	1	7	206510	105.0	221.0	161.0	3000	211362	210087.0	1275.0	346.0	346.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	209741	A	235.0	203.0	111	179.0	0	171.0
205	205	1	7	212894	103.0	223.0	128.0	3000	218090	216859.0	1231.0	329.0	329.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	216530	A	228.0	182.0	111	203.0	0	164.0
206	206	1	7	219816	88.0	229.0	138.0	3000	224762	223531.0	1231.0	385.0	385.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	223146	A	244.0	174.0	111	192.0	0	166.0
207	207	1	7	227091	104.0	195.0	148.0	3000	231991	230768.0	1223.0	546.0	546.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	230222	A	239.0	172.0	111	182.0	0	183.0
208	208	1	7	233924	94.0	208.0	164.0	3000	238748	237514.0	1234.0	359.0	359.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	237155	A	251.0	162.0	111	169.0	0	186.0
209	209	0	7	240484		304.0	287.0	3000	247414	244928.0	1980.0	407.0	407.0	[3, 2, 4, 1, 2, 4, 3, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	244521	B	284.0	330.0	111	231.0	0	264.0
210	210	1	8	565	92.0	207.0	160.0	3000	5583	4257.0	1326.0	362.0	362.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	3895	A	278.0	188.0	111	231.0	0	170.0
211	211	1	8	7815	89.0	301.0	166.0	3000	12699	11220.0	1479.0	375.0	375.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	10845	A	414.0	186.0	111	153.0	0	170.0
212	212	1	8	14232	40.0	177.0	140.0	3000	18949	17687.0	1262.0	324.0	324.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	17363	A	317.0	206.0	111	191.0	0	191.0
213	213	1	8	20494	83.0	182.0	194.0	3000	25739	24537.0	1202.0	405.0	405.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	24132	A	212.0	182.0	111	176.0	0	173.0
214	214	1	8	28568	70.0	180.0	154.0	3000	33244	31986.0	1258.0	381.0	381.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	31605	A	279.0	177.0	111	214.0	0	184.0
215	215	0	8	34785			227.0	3000	39879	38299.0	1076.0	483.0	483.0	[4, 2, 3, 1, 2]	[4, 2, 3, 1, 3, 1, 2, 4]	37816	random			111	309.0	0	391.0
216	216	1	8	41180	218.0	322.0	261.0	3000	46595	44554.0	2041.0	343.0	343.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	44211	B	513.0	333.0	111	221.0	0	173.0
217	217	1	8	48128	100.0	288.0	145.0	3000	52937	51588.0	1349.0	330.0	330.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	51258	A	269.0	203.0	111	201.0	0	143.0
218	218	1	8	54666	96.0	169.0	166.0	3000	59616	58439.0	1177.0	344.0	344.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	58095	A	239.0	162.0	111	189.0	0	156.0
219	219	1	8	61151	77.0	161.0	144.0	3000	65679	64554.0	1125.0	372.0	372.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	64182	A	221.0	176.0	111	158.0	0	188.0
220	220	1	8	67417	224.0	342.0	280.0	3000	73590	71665.0	1925.0	317.0	317.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	71348	B	298.0	362.0	111	246.0	0	173.0
221	221	1	8	75227	90.0	179.0	182.0	3000	80262	78999.0	1263.0	341.0	341.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	78658	A	314.0	185.0	111	171.0	0	142.0
222	222	0	8	81791		410.0	453.0	3000	88828	85789.0	2531.0	467.0	467.0	[2, 4, 1, 3, 4, 1, 2]	[2, 4, 1, 3, 4, 1, 2, 3]	85322	random	306.0	423.0	111	443.0	1	496.0
223	223	1	8	90127	118.0	158.0	156.0	3000	94805	93690.0	1115.0	333.0	333.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	93357	A	204.0	171.0	111	157.0	0	151.0
224	224	1	8	97239	117.0	236.0	229.0	3000	102205	100868.0	1337.0	392.0	392.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	100476	A	274.0	170.0	111	170.0	0	141.0
225	225	1	8	103734	82.0	171.0	160.0	3000	108257	107084.0	1173.0	321.0	321.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	106763	A	263.0	166.0	111	163.0	0	168.0
226	226	1	8	110193	120.0	172.0	146.0	3000	115052	113816.0	1236.0	485.0	485.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	113331	A	240.0	166.0	111	206.0	0	186.0
227	227	1	8	116985	104.0	156.0	147.0	3000	121494	120317.0	1177.0	301.0	301.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	120016	A	233.0	191.0	111	171.0	0	175.0
228	228	0	8	123931		475.0	393.0	3000	131371	128499.0	2078.0	631.0	631.0	[1, 3, 2, 4, 1, 4]	[1, 3, 2, 4, 1, 4, 2, 3]	127868	random		415.0	111	298.0	1	497.0
229	229	1	8	132370	115.0	190.0	153.0	3000	137668	136311.0	1357.0	310.0	310.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	136001	A	385.0	186.0	111	175.0	0	153.0
230	230	1	8	139402	250.0	321.0	370.0	3000	145299	143026.0	2273.0	494.0	494.0	[3, 2, 4, 1, 2, 3, 4, 1]	[3, 2, 4, 1, 2, 3, 4, 1]	142532	random	327.0	405.0	111	314.0	0	286.0
231	231	1	8	146836	220.0	163.0	153.0	3000	151791	150417.0	1374.0	350.0	350.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	150067	A	329.0	159.0	111	180.0	0	170.0
232	232	1	8	154223	251.0	323.0	324.0	3000	159819	157692.0	2127.0	431.0	431.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	157261	B	387.0	253.0	111	257.0	0	332.0
233	233	1	8	161757	137.0	243.0	205.0	3000	167328	165986.0	1342.0	392.0	392.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	165594	A	213.0	186.0	111	196.0	0	162.0
234	234	0	8	169263				3000	174526	172933.0	1086.0	439.0	439.0	[1, 4, 3, 1]	[1, 4, 3, 2, 1, 2, 4, 3]	172494	random			111	356.0	0	463.0
235	235	1	8	176026	253.0	203.0	270.0	3000	181241	179418.0	1823.0	361.0	361.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	179057	B	289.0	383.0	111	218.0	0	207.0
236	236	1	8	183570	183.0	192.0	196.0	3000	188562	187220.0	1342.0	413.0	413.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	186807	A	237.0	182.0	111	162.0	0	190.0
237	237	1	8	191397	109.0	211.0	173.0	3000	196124	194816.0	1308.0	383.0	383.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	194433	A	222.0	227.0	111	183.0	0	183.0
238	238	1	8	197655	125.0	204.0	178.0	3000	204005	202682.0	1323.0	389.0	389.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	202293	A	286.0	166.0	111	196.0	0	168.0
239	239	1	8	205940	84.0	183.0	166.0	3000	210843	209634.0	1209.0	363.0	363.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	209271	A	275.0	172.0	111	183.0	0	146.0
240	240	1	8	212490	111.0	196.0	163.0	3000	217184	215948.0	1236.0	327.0	327.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	215621	A	245.0	193.0	111	155.0	0	173.0
241	241	1	8	218821	198.0	312.0	258.0	3000	224408	222425.0	1983.0	373.0	373.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	222052	B	453.0	394.0	111	179.0	0	189.0
242	242	1	8	225937	152.0	196.0	153.0	3000	231131	229842.0	1289.0	374.0	374.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	229468	A	234.0	193.0	111	177.0	0	184.0
243	243	1	8	233068	121.0	217.0	174.0	3000	237909	236632.0	1277.0	338.0	338.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	236294	A	251.0	149.0	111	203.0	0	162.0
244	244	1	8	239744	133.0	209.0	178.0	3000	244635	243363.0	1272.0	388.0	388.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	242975	A	245.0	186.0	111	157.0	0	164.0
