	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1	4016				3000	10655					[]	[4, 3, 1, 4, 2, 3, 1, 2]	7151	A			111		1	
1	0	1	11645				3000	18578	17316.0	0.0	2241.0	2241.0	[4]	[4, 3, 2, 1, 3, 2, 1, 4]	15075	random			111		1	
2	0	1	19765				3000	26399					[]	[4, 3, 1, 4, 2, 3, 1, 2]	22896	A			111		1	
3	0	1	27987				3000	34626	32874.0	0.0	1751.0	1751.0	[4]	[4, 3, 1, 4, 2, 3, 1, 2]	31123	A			111		1	
4	0	1	36014				3000	39641	39136.0	0.0		91.0	[2]	[4, 3, 1, 4, 2, 3, 1, 2]	39045	A			111		0	
5	0	1	41229				3000	45476	44972.0	0.0		613.0	[3]	[2, 1, 4, 3, 4, 2, 3, 1]	44359	random			111		0	
6	0	1	46856				3000	53887	52787.0	0.0	2403.0	2403.0	[4]	[4, 3, 1, 4, 2, 3, 1, 2]	50384	A			111		1	
7	0	1	55474				3000	62415	59038.0	1910.0	126.0	126.0	[4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	58912	A			111		1	1910.0
8	0	1	63601				3000	67384	66880.0	0.0		48.0	[2]	[4, 3, 1, 4, 2, 3, 1, 2]	66832	A			111		0	
9	0	1	69072				3000	74798	72581.0	1712.0	271.0	271.0	[4, 4]	[4, 3, 1, 4, 2, 3, 1, 2]	72310	A			111		0	
10	0	1	76086				3000	80254	79750.0	0.0		433.0	[2]	[1, 3, 2, 4, 1, 2, 4, 3]	79317	random			111		0	
11	0	1	81242				3000	86537	84502.0	1530.0	229.0	229.0	[4, 3, 4]	[4, 3, 1, 4, 2, 3, 1, 2]	84273	A			111		0	410.0
12	0	1	87726				3000	93115	91243.0	1367.0	486.0	486.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	90757	A			111		0	
13	0	1	94104				3000	99049	97281.0	1264.0	146.0	146.0	[4, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	97135	A			111		0	329.0
14	0	1	100337				3000	104581	104074.0	0.0		606.0	[2]	[1, 2, 3, 4, 1, 4, 2, 3]	103468	random			111		0	
15	0	1	105570				3000	110418	109913.0	0.0		613.0	[4]	[3, 2, 4, 1, 2, 4, 3, 1]	109300	B			111		0	
16	0	1	112805				3000	119764	117477.0	1783.0	835.0	835.0	[4, 4]	[4, 3, 1, 4, 2, 3, 1, 2]	116642	A			111		0	
17	0	1	121052				3000	125744	124524.0	715.0	440.0	440.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	124084	A			111		0	
18	0	1	127830				3000	132861	132357.0	0.0		589.0	[4]	[3, 2, 4, 1, 2, 4, 3, 1]	131768	B			111		0	
19	0	1	133945				3000	139148	137485.0	1159.0	110.0	110.0	[4, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	137375	A			111		0	399.0
20	0	1	140336				3000	144128	143623.0	0.0		56.0	[2]	[4, 3, 1, 4, 2, 3, 1, 2]	143567	A			111		0	
21	0	1	145317				3000	149334	148830.0	0.0		381.0	[4]	[3, 2, 4, 1, 2, 4, 3, 1]	148449	B			111		0	
22	0	1	150423				3000	154537	154033.0	0.0		179.0	[2]	[4, 3, 1, 4, 2, 3, 1, 2]	153854	A			111		0	
23	0	1	155526				3000	159554	159049.0	0.0		191.0	[2]	[4, 3, 1, 4, 2, 3, 1, 2]	158858	A			111		0	
24	0	1	160743				3000	165146	164293.0	347.0	120.0	120.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	164173	A			111		0	
25	0	1	166333				3000	171109	170605.0	0.0		1141.0	[4]	[3, 2, 4, 1, 2, 4, 3, 1]	169464	B			111		0	
26	0	1	172498				3000	176822	176317.0	0.0		787.0	[2]	[4, 3, 1, 4, 2, 3, 1, 2]	175530	A			111		0	
27	0	1	177811				3000	181800	181296.0	0.0		54.0	[2]	[3, 4, 2, 1, 4, 1, 2, 3]	181242	random			111		0	
28	0	1	182889				3000	187032	186161.0	367.0	42.0	42.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	186119	A			111		0	
29	0	1	188220				3000	192262	191758.0	0.0		306.0	[2]	[4, 3, 1, 4, 2, 3, 1, 2]	191452	A			111		0	
30	0	1	193251				3000	197620	196431.0	684.0	149.0	149.0	[4, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	196282	A			111		0	300.0
31	0	1	199709				3000	204651	204147.0	0.0		1200.0	[2]	[4, 3, 1, 4, 2, 3, 1, 2]	202947	A			111		0	
32	0	1	205640				3000	209846	209342.0	0.0		570.0	[2]	[4, 3, 1, 4, 2, 3, 1, 2]	208772	A			111		0	
33	0	1	210836				3000	215562	215057.0	0.0		190.0	[2]	[4, 3, 1, 4, 2, 3, 1, 2]	214867	A			111		0	
34	0	1	217651				3000	222854	222350.0	0.0		863.0	[4]	[3, 2, 4, 1, 2, 4, 3, 1]	221487	B			111		0	
35	0	2	974				3000	5508	5004.0	0.0		599.0	[4]	[3, 2, 4, 1, 2, 4, 3, 1]	4405	B			111		0	
36	0	2	6500				3000	13034					[]	[4, 3, 1, 4, 2, 3, 1, 2]	9531	A			111		1	
37	0	2	14124				3000	20758					[]	[4, 3, 1, 4, 2, 3, 1, 2]	17255	A			111		1	
38	0	2	21847				3000	28381	27436.0	0.0	2558.0	2558.0	[4]	[4, 3, 1, 4, 2, 3, 1, 2]	24878	A			111		1	
39	0	2	29570				3000	36304					[]	[4, 3, 1, 4, 2, 3, 1, 2]	32801	A			111		1	
40	0	2	37692				3000	42069	41070.0	495.0	240.0	240.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	40830	A			111		0	
41	0	2	43059				3000	47569	46098.0	967.0	8.0	8.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	46090	A			111		0	
42	0	2	48958				3000	53715	52189.0	1020.0	0.0	0.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	52189	A			111		0	
43	0	2	54704				3000	58781	58275.0	0.0		540.0	[4]	[3, 2, 4, 1, 2, 4, 3, 1]	57735	B			111		0	
44	0	2	59970				3000	67212					[]	[4, 2, 3, 1, 4, 3, 2, 1]	63709	random			111		1	
45	0	2	68604				3000	73124	72618.0	0.0		79.0	[3]	[4, 3, 1, 4, 2, 3, 1, 2]	72539	A			111		0	
46	0	2	74412				3000	78878	77920.0	454.0	477.0	477.0	[4, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	77443	A			111		0	367.0
47	0	2	80067				3000	85027	84523.0	0.0		518.0	[4]	[3, 2, 4, 1, 4, 1, 2, 3]	84005	random			111		0	
48	0	2	86114				3000	90876	90127.0	245.0	482.0	482.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	89645	A			111		0	
49	0	2	91866				3000	96516	96012.0	0.0		314.0	[2]	[4, 3, 1, 4, 2, 3, 1, 2]	95698	A			111		0	
50	0	2	98305				3000	106147					[]	[3, 2, 4, 1, 2, 4, 3, 1]	102644	B			111		1	
51	0	2	107136				3000	113673					[]	[4, 3, 1, 4, 2, 3, 1, 2]	110166	A			111		1	
52	0	2	114964				3000	122305					[]	[4, 3, 2, 1, 4, 1, 2, 3]	118802	random			111		1	
53	0	2	123992				3000	128612	128108.0	0.0		678.0	[4]	[3, 2, 4, 1, 2, 4, 3, 1]	127430	B			111		0	
54	0	2	129903				3000	136637					[]	[4, 3, 1, 4, 2, 3, 1, 2]	133134	A			111		1	
55	0	2	138128				3000	143571	142430.0	636.0	1172.0	1172.0	[4, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	141258	A			111		0	319.0
56	0	2	144661				3000	149625	148375.0	746.0	584.0	584.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	147791	A			111		0	
57	0	2	151314				3000	157848	156150.0	0.0	1805.0	1805.0	[4]	[4, 3, 1, 4, 2, 3, 1, 2]	154345	A			111		1	
58	0	2	159036				3000	164159	163325.0	330.0	1252.0	1252.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	162073	A			111		0	
59	0	2	165346				3000	172280					[]	[4, 3, 1, 4, 2, 3, 1, 2]	168777	A			111		1	
60	0	2	174470				3000	179058	178553.0	0.0		646.0	[4]	[3, 2, 4, 1, 2, 4, 3, 1]	177907	B			111		0	
61	0	2	180048				3000	184679	183801.0	373.0	622.0	622.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	183179	A			111		0	
62	0	2	185969				3000	189592	189087.0	0.0		85.0	[2]	[3, 1, 4, 2, 3, 4, 1, 2]	189002	random			111		0	
63	0	2	190583				3000	198723					[]	[4, 3, 1, 4, 2, 3, 1, 2]	195220	A			111		1	
64	0	2	199814				3000	206548	203860.0	0.0	815.0	815.0	[4]	[4, 3, 1, 4, 2, 3, 1, 2]	203045	A			111		1	
65	0	2	207535				3000	214072	212823.0	0.0	2257.0	2257.0	[4]	[4, 3, 1, 4, 2, 3, 1, 2]	210566	A			111		1	
66	0	2	216062				3000	220167	219663.0	0.0		565.0	[2]	[1, 3, 2, 4, 2, 1, 3, 4]	219098	random			111		0	
67	0	2	221158				3000	225645	224805.0	335.0	616.0	616.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	224189	A			111		0	
68	0	2	226736				3000	233871	231489.0	0.0	1121.0	1121.0	[4]	[4, 3, 1, 4, 2, 3, 1, 2]	230368	A			111		1	
69	0	2	235361				3000	239958	239097.0	357.0	204.0	204.0	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	238893	A			111		0	
